Id,Year_Birth,Income
1272,1965,55250.0
3007,1966,37758.0
5513,1966,37758.0
679,1957,37633.0
8876,1963,33629.0
10827,1967,36947.0
7300,1952,69142.0
4268,1959,53154.0
4603,1960,65695.0
8659,1952,69805.0
10708,1978,36975.0
1176,1973,26228.0
10380,1972,37787.0
7037,1974,37087.0
11096,1952,57247.0
6374,1954,36930.0
5552,1963,48721.0
2245,1969,43641.0
6200,1951,75903.0
9904,1956,71391.0
10031,1976,16927.0
6642,1961,27215.0
10882,1976,53858.0
5636,1963,30983.0
8692,1952,43462.0
8091,1956,63943.0
8080,1986,26816.0
8370,1976,75484.0
4550,1966,33564.0
3381,1953,54348.0
10556,1959,54984.0
9467,1984,34738.0
2891,1963,68118.0
5011,1963,68118.0
8140,1973,22682.0
11039,1975,51948.0
78,1969,25293.0
5517,1969,25293.0
5290,1964,41551.0
4128,1962,56067.0
8534,1952,67433.0
9592,1983,22010.0
8957,1952,64831.0
9308,1954,62820.0
544,1954,62820.0
5989,1959,78353.0
635,1966,57183.0
6673,1965,23478.0
1710,1978,30168.0
523,1989,37155.0
8977,1985,16581.0
9736,1980,41850.0
1544,1967,81380.0
6575,1981,56386.0
6147,1971,25818.0
6354,1984,15345.0
4769,1977,57954.0
7540,1952,50300.0
5247,1955,38725.0
5987,1989,10404.0
9960,1991,26868.0
10972,1949,72298.0
1399,1958,72905.0
2698,1976,47025.0
6340,1985,29938.0
4107,1948,46681.0
10906,1948,46681.0
2557,1970,29548.0
8786,1956,62058.0
7187,1969,
6119,1963,36736.0
2980,1952,8820.0
3850,1963,14918.0
1077,1974,56715.0
9733,1978,24882.0
8462,1978,24882.0
4764,1952,40442.0
2223,1965,64176.0
7788,1983,23536.0
5827,1958,35246.0
2958,1978,28442.0
4954,1956,48195.0
3139,1982,74116.0
9952,1947,78093.0
8180,1952,59354.0
3276,1976,36301.0
4994,1943,77598.0
3598,1972,62710.0
945,1965,36317.0
5048,1971,42767.0
6214,1982,43815.0
6230,1971,44421.0
2968,1943,48948.0
8800,1943,48948.0
1907,1950,63120.0
10478,1950,55517.0
4188,1957,36864.0
8720,1978,
2225,1977,82582.0
4790,1958,79803.0
1131,1967,52569.0
202,1948,82032.0
9589,1948,82032.0
3900,1972,65685.0
9958,1972,65685.0
8955,1957,40451.0
10033,1973,31163.0
5751,1973,31163.0
3308,1952,35704.0
7297,1973,7500.0
8008,1983,36075.0
1232,1982,70038.0
2345,1982,70038.0
1628,1971,71796.0
5081,1967,47821.0
839,1975,45503.0
3706,1978,28647.0
5154,1972,37760.0
8584,1952,85431.0
6583,1955,72635.0
3433,1955,72635.0
10486,1948,77142.0
8687,1978,53172.0
7842,1968,36065.0
3749,1973,73926.0
1331,1977,35790.0
5995,1962,39552.0
8985,1964,68316.0
2798,1977,102160.0
7108,1965,51390.0
2781,1981,72066.0
3623,1976,21675.0
194,1965,48006.0
10833,1975,65106.0
2315,1960,58401.0
6336,1960,29315.0
10738,1951,49389.0
8286,1965,51717.0
2166,1960,46779.0
10691,1960,28520.0
9739,1963,34377.0
1829,1961,54959.0
6260,1955,82384.0
10448,1956,46998.0
1343,1968,58554.0
4749,1968,58554.0
531,1954,57333.0
6905,1994,80685.0
1045,1965,52117.0
4012,1972,62220.0
5529,1946,64014.0
4001,1946,64014.0
10420,1955,46390.0
7723,1979,75507.0
2963,1979,75507.0
10634,1951,59412.0
5180,1968,50616.0
6866,1969,35924.0
1328,1982,57937.0
1139,1984,73356.0
4961,1974,21255.0
5177,1974,58494.0
2075,1969,72460.0
3428,1991,68682.0
4500,1991,68682.0
7369,1981,36959.0
4381,1971,46463.0
9964,1979,61825.0
1630,1979,61825.0
5012,1989,28691.0
6918,1989,28691.0
7822,1976,54058.0
10156,1975,84196.0
3033,1963,38620.0
4119,1963,38620.0
11110,1973,3502.0
332,1957,47743.0
737,1949,80360.0
10319,1971,66303.0
2683,1969,52413.0
3445,1956,60714.0
10913,1984,31385.0
4427,1995,83257.0
8717,1975,80427.0
2066,1949,38823.0
3340,1977,42014.0
8685,1977,42014.0
4149,1948,76140.0
8726,1964,41713.0
2295,1954,62670.0
3283,1972,70932.0
1915,1951,78939.0
800,1960,44512.0
9166,1968,63967.0
5147,1948,90842.0
13,1947,25358.0
8557,1982,
8724,1982,28567.0
9381,1978,66373.0
9384,1978,66373.0
3560,1952,83844.0
241,1952,83844.0
7521,1952,83844.0
9799,1968,83664.0
5123,1951,27450.0
448,1978,54880.0
4837,1965,71322.0
9365,1976,60000.0
8932,1969,65176.0
7055,1952,61010.0
3537,1981,31089.0
9081,1988,20518.0
4988,1948,34469.0
1050,1952,28332.0
5610,1965,33456.0
3526,1968,38443.0
5136,1973,65333.0
1411,1952,82623.0
701,1971,73691.0
6203,1947,74485.0
7192,1955,65748.0
5181,1982,24367.0
9220,1971,91700.0
7734,1993,79244.0
10446,1957,82017.0
5524,1957,58138.0
3830,1953,59354.0
5186,1955,58482.0
8514,1976,29478.0
7165,1972,64474.0
10236,1975,31160.0
2392,1972,40321.0
1920,1972,40321.0
3673,1971,55239.0
1453,1943,57513.0
4518,1979,85693.0
8969,1977,71855.0
387,1976,7500.0
1079,1971,71969.0
164,1977,28973.0
3434,1951,80872.0
5721,1956,84117.0
8418,1958,38741.0
5300,1973,38961.0
10424,1968,75922.0
11171,1965,56962.0
1600,1965,56962.0
7851,1949,70165.0
10701,1973,65308.0
891,1951,29298.0
6912,1967,63246.0
5967,1952,33402.0
2109,1990,96843.0
6292,1986,82333.0
8537,1949,72643.0
9576,1982,32313.0
5935,1956,55284.0
10264,1979,15287.0
234,1979,15287.0
3202,1987,51563.0
1103,1976,81929.0
610,1953,53593.0
4480,1973,60432.0
10660,1957,66726.0
9353,1959,62450.0
4120,1975,49514.0
2836,1972,43269.0
9579,1959,33762.0
5841,1966,60894.0
3174,1959,87771.0
5536,1959,87771.0
2061,1955,50737.0
8477,1956,26150.0
640,1951,57304.0
3828,1951,71107.0
4093,1975,53253.0
8624,1958,81320.0
2802,1992,87000.0
368,1974,40049.0
3599,1970,63684.0
3389,1970,69016.0
10710,1979,7500.0
7118,1957,73803.0
4937,1973,46094.0
1127,1973,85844.0
833,1955,38452.0
3565,1955,38452.0
6086,1955,80395.0
1763,1988,87679.0
4697,1949,35416.0
182,1946,44124.0
1165,1958,50729.0
5386,1953,94384.0
6024,1953,94384.0
2678,1990,34412.0
5790,1985,31158.0
236,1951,34838.0
6001,1979,56775.0
6250,1949,54356.0
1168,1978,72159.0
10749,1991,8028.0
2926,1952,55951.0
716,1949,67911.0
6544,1949,67911.0
4298,1973,20427.0
5823,1970,32303.0
8375,1968,55954.0
5723,1976,49187.0
5763,1972,49854.0
8727,1978,63693.0
3056,1978,63693.0
8442,1985,19510.0
3712,1959,52332.0
10722,1973,55593.0
2406,1949,54591.0
7313,1949,74859.0
2656,1971,40851.0
1993,1949,58607.0
4136,1992,7500.0
2928,1975,52614.0
2920,1975,52614.0
6661,1974,67445.0
5462,1974,67445.0
10897,1974,67445.0
10542,1968,36778.0
5756,1983,39453.0
3570,1969,42731.0
1072,1965,40760.0
9606,1965,69969.0
2730,1955,80317.0
2995,1957,66636.0
8210,1975,54730.0
773,1971,42835.0
5272,1965,53843.0
5125,1960,79530.0
4391,1968,63841.0
6283,1968,63841.0
3421,1968,63841.0
5731,1983,27100.0
7152,1983,27100.0
3919,1976,72309.0
6097,1959,50664.0
5150,1979,20194.0
10479,1975,76618.0
5966,1974,45207.0
3439,1972,56721.0
6609,1966,27038.0
5393,1977,23763.0
9014,1975,37085.0
4050,1966,49605.0
6862,1971,1730.0
8315,1995,34824.0
5184,1995,34824.0
3643,1974,63206.0
2589,1972,26759.0
4887,1976,55412.0
10104,1974,33590.0
3254,1971,70886.0
2004,1969,72679.0
6142,1943,65073.0
8553,1965,44300.0
9805,1953,56129.0
849,1953,56129.0
1606,1971,38590.0
125,1958,53083.0
9305,1976,79689.0
4706,1966,34704.0
4437,1962,65316.0
3081,1978,41014.0
3536,1960,19740.0
8686,1979,23724.0
9707,1969,55212.0
10872,1969,55212.0
9058,1955,79800.0
4640,1967,70647.0
2525,1974,38410.0
9503,1980,28071.0
10704,1969,54803.0
2669,1993,74293.0
10037,1993,74293.0
5680,1984,35684.0
3726,1986,34320.0
4548,1981,41967.0
4599,1976,49681.0
879,1976,49681.0
7409,1970,53187.0
1964,1951,86610.0
0,1985,70951.0
4860,1970,24206.0
425,1985,55357.0
9500,1959,58113.0
3074,1984,70643.0
5140,1985,64355.0
2611,1959,82576.0
916,1972,41644.0
10413,1984,72570.0
3696,1965,30630.0
304,1981,22944.0
5113,1971,86979.0
2863,1970,
4597,1970,82072.0
675,1973,52034.0
4483,1993,72354.0
1502,1983,28427.0
736,1983,28427.0
4487,1969,39858.0
3412,1951,67381.0
1744,1965,23529.0
5837,1967,51479.0
3422,1975,76068.0
7462,1954,22507.0
10702,1984,52413.0
2115,1957,50116.0
4138,1962,76624.0
11091,1953,34587.0
7712,1946,62159.0
3535,1965,66294.0
5899,1950,5648.0
8749,1984,37235.0
10955,1964,85620.0
9491,1984,23976.0
5286,1987,41020.0
3409,1984,36108.0
2544,1951,57530.0
2118,1964,62905.0
9370,1945,65846.0
4864,1977,34380.0
405,1964,41638.0
10513,1992,63207.0
5138,1950,28320.0
8387,1957,43140.0
378,1971,52531.0
5846,1977,40246.0
8870,1984,35196.0
10340,1984,35196.0
7290,1985,70596.0
8895,1985,70596.0
3635,1962,52597.0
11178,1972,42394.0
2410,1969,81657.0
3281,1960,49154.0
9905,1952,34074.0
2437,1989,
2565,1955,70638.0
7912,1978,38136.0
7072,1973,67432.0
1409,1951,40689.0
5314,1951,40689.0
7215,1983,101970.0
8858,1972,44325.0
895,1948,61467.0
10313,1975,48178.0
642,1980,16005.0
8504,1973,79593.0
1020,1973,79593.0
3717,1959,61180.0
7646,1989,64449.0
5796,1963,77437.0
8625,1976,17649.0
5407,1954,53103.0
4356,1971,71819.0
2886,1971,74290.0
10057,1951,72282.0
10741,1951,47352.0
5491,1951,47352.0
4442,1961,46524.0
3972,1976,50200.0
2431,1990,18222.0
7899,1952,77610.0
9703,1970,38097.0
6927,1968,44377.0
7005,1981,58684.0
246,1965,66480.0
4796,1952,49638.0
4725,1950,50616.0
3286,1967,26642.0
10680,1986,33235.0
4297,1969,23228.0
7327,1959,36732.0
1553,1946,82657.0
1665,1964,64140.0
10640,1974,44392.0
7620,1990,16185.0
7761,1978,38702.0
5062,1963,54072.0
6349,1987,61787.0
3386,1992,34935.0
8175,1992,34935.0
6245,1950,59292.0
8780,1950,59292.0
2276,1955,57959.0
1172,1983,92491.0
3225,1984,42207.0
8629,1956,46984.0
798,1987,23442.0
269,1963,46757.0
8213,1980,14515.0
10245,1986,80910.0
2447,1979,30545.0
9817,1970,44802.0
1371,1976,79941.0
8093,1969,79734.0
713,1977,50353.0
11051,1956,77376.0
5545,1972,78075.0
5283,1976,42473.0
5010,1988,25008.0
7495,1948,56223.0
4368,1980,47850.0
6303,1986,91820.0
1030,1965,40637.0
10364,1959,23295.0
6945,1952,84574.0
8562,1969,54165.0
2918,1981,28510.0
9167,1956,67131.0
4743,1969,56242.0
10742,1983,86580.0
10965,1955,76005.0
7129,1962,54693.0
3732,1955,52750.0
7124,1968,36997.0
10686,1965,34230.0
7247,1960,47916.0
1513,1979,60839.0
460,1972,79930.0
6653,1970,55158.0
9400,1958,85485.0
7106,1943,75865.0
4252,1965,44375.0
9240,1971,60504.0
10770,1959,65492.0
176,1980,67506.0
6870,1959,68805.0
143,1970,61209.0
6445,1967,66825.0
4278,1983,87188.0
6906,1953,84953.0
4637,1954,74637.0
8690,1962,86111.0
1173,1947,77632.0
1928,1973,31814.0
9029,1972,70116.0
10299,1969,48240.0
9246,1985,40101.0
4943,1953,70503.0
4122,1975,79205.0
2853,1980,51766.0
902,1980,62994.0
1672,1974,65640.0
7254,1969,38361.0
8775,1969,38361.0
9543,1985,19986.0
7093,1985,19986.0
2894,1985,72903.0
5956,1948,45072.0
1921,1967,59062.0
5057,1961,61794.0
10260,1965,45143.0
2262,1965,45143.0
7930,1969,26877.0
1461,1965,36921.0
7514,1956,54342.0
6461,1969,62772.0
257,1959,75032.0
9460,1963,22419.0
3855,1963,22419.0
367,1978,36550.0
9265,1953,75027.0
1990,1974,63159.0
3594,1973,54108.0
9292,1952,81795.0
6218,1965,59594.0
6528,1982,18492.0
10164,1958,94472.0
9937,1979,70337.0
274,1973,34853.0
5250,1943,
11010,1984,16269.0
6969,1982,50272.0
10735,1971,22804.0
5068,1971,22804.0
9974,1974,30631.0
7053,1966,78420.0
3179,1980,81741.0
8082,1971,25721.0
1362,1972,31907.0
6768,1962,37859.0
2375,1972,30261.0
6856,1979,21645.0
4066,1978,21282.0
4333,1954,32144.0
2948,1954,62637.0
4927,1971,16626.0
7426,1971,54690.0
8360,1971,54690.0
4058,1955,61284.0
10755,1976,23718.0
8414,1962,33419.0
6810,1983,82025.0
3839,1958,15056.0
3483,1958,48192.0
238,1967,67309.0
591,1957,66033.0
5063,1977,28769.0
4303,1957,6835.0
2258,1986,32880.0
7301,1982,23616.0
11121,1981,19419.0
5287,1973,34961.0
6457,1976,64892.0
3559,1988,16248.0
5577,1983,43776.0
641,1967,52074.0
954,1960,22123.0
1834,1978,35544.0
8789,1989,59060.0
10584,1976,65665.0
2337,1971,29819.0
6071,1989,81217.0
295,1989,81217.0
10203,1990,26095.0
3968,1970,65706.0
4037,1976,31859.0
6932,1941,93027.0
10159,1970,58710.0
1177,1966,49618.0
9426,1964,58308.0
10637,1964,40800.0
10826,1959,18690.0
4086,1959,18690.0
10304,1959,18690.0
7998,1958,28087.0
10992,1967,75702.0
6383,1971,32892.0
10536,1971,32892.0
6036,1959,89120.0
11092,1961,27116.0
538,1989,46107.0
10022,1973,54466.0
10157,1965,59686.0
3503,1950,82460.0
146,1960,76045.0
5538,1975,83829.0
3910,1975,83829.0
4227,1968,32889.0
6634,1979,33462.0
8916,1975,36627.0
6460,1982,28718.0
5883,1972,77981.0
10091,1956,60230.0
697,1969,74918.0
2607,1953,40464.0
8427,1956,64857.0
217,1956,64857.0
6202,1960,63381.0
3856,1960,63381.0
10648,1982,66664.0
5120,1982,66664.0
6749,1966,86358.0
1584,1977,41443.0
9559,1961,57072.0
771,1967,54178.0
5237,1950,48767.0
2461,1955,51124.0
5474,1970,43020.0
2895,1963,49980.0
7972,1955,72906.0
10067,1976,25176.0
500,1977,96876.0
922,1979,31086.0
2861,1983,24072.0
375,1954,76773.0
10936,1965,72190.0
10314,1948,83837.0
4240,1978,17345.0
2674,1958,75154.0
2563,1961,28249.0
8312,1961,28249.0
6999,1980,69661.0
7574,1979,27922.0
5223,1966,45903.0
2952,1977,36273.0
7683,1968,70777.0
9481,1976,17148.0
9907,1969,66476.0
5454,1979,45057.0
3798,1968,41120.0
7281,1959,
4259,1986,19485.0
2549,1983,21840.0
6437,1985,41473.0
2488,1956,31395.0
3945,1947,68117.0
702,1975,47682.0
9010,1972,83151.0
9710,1969,58086.0
1509,1958,84460.0
9120,1962,66565.0
5252,1969,23910.0
5959,1968,35893.0
7441,1973,71128.0
4271,1989,38683.0
4095,1971,37150.0
8852,1976,61064.0
7698,1976,51650.0
4174,1956,55249.0
3182,1973,46854.0
193,1996,14421.0
5229,1969,54132.0
5555,1975,153924.0
7732,1978,64813.0
310,1970,61872.0
6261,1979,58025.0
6274,1948,83790.0
1655,1979,34350.0
2740,1958,33438.0
4328,1986,21955.0
17,1971,60491.0
9153,1964,59304.0
520,1974,34421.0
8372,1974,34421.0
73,1953,51411.0
2002,1958,71964.0
6059,1953,64504.0
11166,1961,49678.0
6257,1976,60482.0
9224,1972,55260.0
8732,1969,67369.0
955,1962,47175.0
4910,1967,68743.0
564,1981,56937.0
8931,1986,83033.0
1998,1976,37697.0
1250,1976,37697.0
8397,1951,44689.0
9672,1970,23162.0
2125,1959,63033.0
5975,1967,40304.0
983,1984,40059.0
9938,1954,80067.0
4385,1981,36038.0
1612,1981,
803,1968,40521.0
10675,1956,66334.0
7004,1984,11012.0
4432,1976,31615.0
5079,1971,
4475,1949,69098.0
10868,1951,70792.0
6742,1979,17688.0
5692,1989,25443.0
339,1972,57091.0
10398,1981,24336.0
8017,1981,51111.0
3722,1972,44503.0
7326,1971,56850.0
2416,1969,66582.0
1878,1985,23148.0
5278,1964,82224.0
5734,1974,61917.0
4370,1966,43482.0
8405,1979,68274.0
7617,1974,42373.0
10339,1954,
6376,1979,57537.0
2150,1958,80995.0
7386,1976,30992.0
3006,1976,30992.0
11088,1971,78642.0
5185,1955,74268.0
3523,1962,75072.0
55,1963,56253.0
3807,1955,59925.0
2453,1960,62807.0
7787,1960,62807.0
2230,1970,23626.0
8146,1976,46106.0
988,1965,81168.0
4832,1979,27244.0
3152,1957,26091.0
11188,1957,26091.0
361,1969,43142.0
5939,1971,38232.0
9349,1985,92533.0
819,1945,63285.0
10120,1955,38946.0
4541,1955,38946.0
2456,1975,40233.0
2516,1969,46831.0
11013,1987,67605.0
9988,1976,70379.0
1627,1957,77297.0
1490,1962,55759.0
6710,1951,58217.0
7375,1976,51369.0
10144,1976,51369.0
3138,1956,91249.0
1440,1978,52513.0
4200,1970,44159.0
4998,1962,76081.0
7321,1962,76081.0
8663,1974,39996.0
1958,1973,55012.0
6963,1947,77457.0
1065,1963,80695.0
2712,1956,71866.0
6049,1982,73450.0
6605,1944,55614.0
11181,1949,156924.0
5234,1967,30753.0
5253,1956,54603.0
11148,1975,22280.0
6289,1951,59385.0
9743,1955,76998.0
9209,1971,80573.0
6417,1971,80573.0
7937,1982,24711.0
6488,1959,38829.0
3194,1974,71466.0
231,1956,28839.0
9697,1951,53790.0
4676,1951,73705.0
8079,1982,22448.0
10032,1976,12571.0
10505,1960,73113.0
2005,1990,35765.0
6940,1966,46734.0
2304,1963,66313.0
3170,1957,68148.0
10466,1965,44393.0
7325,1986,38197.0
455,1946,51012.0
7592,1946,51012.0
4547,1960,13672.0
6825,1953,41452.0
2961,1982,42081.0
8700,1986,14906.0
2278,1985,33812.0
10703,1975,46098.0
9,1975,46098.0
2804,1975,46098.0
4915,1956,53230.0
3010,1989,88420.0
4279,1963,39548.0
2564,1953,61278.0
1137,1964,81246.0
5084,1975,58330.0
7094,1975,58330.0
6327,1967,65777.0
6131,1980,70829.0
5798,1973,
10379,1962,59247.0
606,1967,25930.0
7801,1959,54753.0
2445,1974,28440.0
5346,1973,23559.0
550,1952,62335.0
4478,1979,63777.0
2350,1972,59666.0
1118,1956,50965.0
1491,1965,71488.0
4507,1952,72228.0
7023,1953,46231.0
6977,1974,75702.0
4042,1971,43300.0
7274,1957,78618.0
2902,1958,
3332,1985,29760.0
7433,1985,29760.0
9386,1962,50127.0
5176,1988,29604.0
10323,1952,49413.0
4682,1958,51876.0
3083,1974,45837.0
8015,1962,85696.0
1745,1962,85696.0
3136,1962,59432.0
6991,1951,43185.0
8132,1975,60631.0
503,1985,20559.0
8148,1956,50898.0
2736,1978,73807.0
8162,1956,14661.0
692,1954,36807.0
7706,1975,46772.0
9298,1947,81574.0
2986,1976,30772.0
10812,1978,46377.0
2909,1974,78128.0
6974,1972,83443.0
9140,1960,50523.0
4554,1965,47009.0
7791,1967,37054.0
5455,1971,32011.0
7960,1962,82122.0
3426,1975,70300.0
5316,1976,21024.0
1404,1968,34916.0
10598,1967,27943.0
8212,1971,39791.0
3233,1965,62745.0
7892,1969,18589.0
2975,1976,85606.0
5043,1951,26997.0
3104,1961,82332.0
10854,1970,38853.0
7419,1968,27071.0
5558,1954,90933.0
832,1966,65814.0
4964,1958,74250.0
11030,1976,33181.0
4587,1944,45006.0
450,1958,42315.0
11031,1950,48699.0
4990,1954,59111.0
221,1955,48726.0
4351,1955,37244.0
1357,1970,74854.0
5667,1964,60896.0
8867,1988,67546.0
2747,1988,67546.0
7422,1987,46923.0
4148,1972,38988.0
9516,1971,49118.0
1291,1978,27683.0
1833,1974,39190.0
7270,1981,56981.0
8182,1984,23228.0
10394,1984,90000.0
1142,1953,55707.0
451,1989,9255.0
7128,1977,42997.0
10678,1959,71232.0
7755,1954,57744.0
4754,1966,33585.0
20,1965,46891.0
2246,1965,46891.0
10307,1956,50387.0
2147,1969,76653.0
10590,1956,76542.0
6565,1949,76995.0
6619,1978,38415.0
4817,1956,22304.0
4508,1952,75127.0
4843,1952,75127.0
9197,1953,39722.0
6237,1966,7144.0
6515,1977,39771.0
5954,1972,42618.0
7938,1958,51518.0
961,1972,74716.0
1764,1975,33955.0
1916,1954,45736.0
6941,1971,31632.0
5562,1974,60093.0
1517,1969,30822.0
7286,1968,41728.0
4687,1958,80739.0
5631,1991,49767.0
1951,1981,34445.0
123,1951,67046.0
9451,1965,73538.0
7396,1966,80398.0
3298,1956,52973.0
6730,1954,38998.0
9916,1954,38998.0
2227,1958,26490.0
946,1958,26490.0
3745,1988,23331.0
4094,1961,60544.0
8588,1961,60544.0
3916,1971,49269.0
9135,1950,27203.0
1755,1988,45204.0
2875,1978,67023.0
2008,1978,77583.0
10925,1983,76630.0
1604,1960,47353.0
5389,1964,48920.0
2878,1947,67472.0
4440,1964,64100.0
1324,1988,38872.0
6262,1962,72217.0
3628,1987,15038.0
3641,1976,13624.0
322,1978,42554.0
175,1986,71952.0
6988,1986,71952.0
8204,1971,78041.0
7476,1964,63972.0
5221,1957,52852.0
8970,1972,62010.0
9286,1960,83151.0
5831,1967,77870.0
1010,1977,46931.0
11074,1977,85072.0
5896,1987,73395.0
3515,1952,62307.0
5324,1981,58293.0
6534,1974,47889.0
8373,1979,24594.0
3829,1979,24594.0
4501,1965,69882.0
4179,1959,24221.0
2292,1985,22327.0
9239,1961,61923.0
8953,1965,35791.0
10258,1965,35791.0
3520,1990,91172.0
10402,1967,35441.0
11114,1970,19656.0
9553,1987,7500.0
6055,1979,71626.0
4786,1977,75330.0
5015,1976,34529.0
8560,1992,48789.0
3469,1977,34487.0
5885,1973,35688.0
3310,1973,35688.0
2134,1952,53700.0
2532,1987,73454.0
2579,1957,71113.0
3117,1955,
5623,1980,31535.0
4789,1953,80812.0
9523,1982,40479.0
5268,1960,29440.0
1545,1986,38508.0
2254,1983,69520.0
2661,1964,18701.0
3130,1964,18701.0
5847,1969,69901.0
5863,1953,47703.0
999,1991,86037.0
2931,1978,71847.0
1890,1971,42033.0
5589,1964,51983.0
10172,1988,68655.0
6729,1988,68655.0
10492,1959,38285.0
2939,1970,79419.0
5948,1975,57338.0
574,1964,42523.0
3266,1964,42523.0
10500,1984,31761.0
7987,1969,65747.0
1135,1960,17144.0
24,1960,17144.0
7244,1951,
1966,1965,84618.0
7789,1965,84618.0
3336,1948,66375.0
5644,1957,42213.0
1295,1963,
6663,1940,51141.0
10262,1980,15072.0
456,1986,7500.0
3270,1978,17117.0
5748,1965,59754.0
8952,1953,65569.0
3921,1952,28457.0
9826,1972,86857.0
5830,1972,86857.0
8310,1964,68142.0
6382,1953,48794.0
8439,1964,63404.0
7613,1974,49669.0
48,1964,55761.0
5046,1958,78331.0
3231,1973,37971.0
7181,1977,30368.0
1663,1978,34043.0
5441,1965,54111.0
8602,1964,69932.0
9925,1981,39665.0
9499,1954,93404.0
6568,1984,38680.0
3032,1984,24570.0
5153,1967,77766.0
4127,1967,77766.0
9940,1958,64961.0
7527,1968,23748.0
3406,1964,45989.0
9771,1988,23331.0
6722,1954,70421.0
213,1963,23091.0
8541,1990,24683.0
8475,1973,157243.0
8070,1973,54222.0
313,1968,73455.0
9757,1972,84906.0
2088,1972,84906.0
2320,1978,47025.0
966,1966,44529.0
9706,1974,31560.0
3979,1983,90687.0
5602,1989,66973.0
2202,1978,41154.0
9645,1968,64590.0
7230,1960,50611.0
5675,1960,50611.0
4974,1970,83273.0
5687,1980,81702.0
5871,1979,24401.0
3846,1974,42557.0
10001,1985,7500.0
2831,1976,78416.0
868,1966,44794.0
7212,1966,44794.0
1743,1974,69719.0
2415,1962,62568.0
7947,1969,42231.0
2106,1974,20130.0
3363,1974,20130.0
8595,1973,42429.0
7232,1973,42429.0
7829,1900,36640.0
9977,1973,78901.0
10142,1976,66476.0
5263,1977,31056.0
22,1976,46310.0
528,1978,65819.0
4070,1969,94871.0
