,Id,Year_Birth,Income
0,1826,1970,84835.0
1,1,1961,57091.0
2,10476,1958,67267.0
3,1386,1967,32474.0
4,5371,1989,21474.0
5,7348,1958,71691.0
6,4073,1954,63564.0
7,1991,1967,44931.0
8,4047,1954,65324.0
9,9477,1954,65324.0
10,2079,1947,81044.0
11,5642,1979,62499.0
12,10530,1959,67786.0
13,2964,1981,26872.0
14,10311,1969,4428.0
15,837,1977,54809.0
16,10521,1977,54809.0
17,10175,1958,32173.0
18,1473,1960,47823.0
19,2795,1958,30523.0
20,2285,1954,36634.0
21,115,1966,43456.0
22,10470,1979,40662.0
23,4065,1976,49544.0
24,10968,1969,57731.0
25,5985,1965,33168.0
26,5430,1956,54450.0
27,8432,1956,54450.0
28,453,1956,35340.0
29,9687,1975,73170.0
30,8890,1971,65808.0
31,9264,1986,79529.0
32,5824,1972,34578.0
33,5794,1974,46374.0
34,3068,1990,18351.0
35,7962,1987,95169.0
36,2681,1984,65370.0
37,10141,1960,39228.0
38,3725,1961,84865.0
39,3767,1968,61314.0
40,5585,1972,21359.0
41,7030,1955,66465.0
42,1524,1983,81698.0
43,3657,1986,39146.0
44,5740,1970,25959.0
45,9595,1961,64260.0
46,3158,1973,32300.0
47,5114,1965,74806.0
48,340,1970,72967.0
49,8805,1960,48904.0
50,1241,1984,14796.0
51,1402,1954,66991.0
52,7264,1978,52195.0
53,1619,1956,90369.0
54,6398,1974,18393.0
55,1857,1952,47139.0
56,4877,1973,38576.0
57,3066,1975,61905.0
58,10286,1962,83715.0
59,1992,1964,60597.0
60,4246,1982,6560.0
61,10623,1961,48330.0
62,4867,1968,38236.0
63,3112,1977,22701.0
64,4865,1974,53367.0
65,6287,1986,34728.0
66,4405,1956,63915.0
67,5332,1960,82504.0
68,1519,1972,38578.0
69,9080,1972,38578.0
70,1772,1975,79174.0
71,5341,1962,81975.0
72,5510,1977,43263.0
73,3887,1970,27242.0
74,7022,1971,76445.0
75,9999,1965,75276.0
76,10352,1963,34213.0
77,7919,1976,72335.0
78,4114,1964,79143.0
79,7990,1947,27469.0
80,9888,1969,68695.0
81,4399,1969,68695.0
82,4452,1957,50388.0
83,4785,1970,77622.0
84,8461,1962,46102.0
85,3878,1980,31859.0
86,9612,1987,23830.0
87,4098,1973,24639.0
88,158,1945,71604.0
89,3896,1984,27255.0
90,9970,1977,55375.0
91,4002,1960,77037.0
92,10914,1970,24163.0
93,7279,1969,69476.0
94,10582,1979,72063.0
95,4470,1962,58646.0
96,6183,1962,58646.0
97,6379,1949,47570.0
98,8601,1980,80011.0
99,4827,1956,54998.0
100,6715,1948,60200.0
101,10676,1982,63211.0
102,1041,1973,48432.0
103,492,1973,48432.0
104,11133,1973,48432.0
105,4491,1949,62845.0
106,873,1949,62845.0
107,1631,1965,65220.0
108,8278,1990,74214.0
109,6815,1980,96547.0
110,254,1955,53863.0
111,1349,1970,50447.0
112,2534,1953,37716.0
113,2130,1982,45203.0
114,2296,1975,37368.0
115,3799,1955,67225.0
116,11084,1976,65104.0
117,5172,1976,65104.0
118,9504,1949,81698.0
119,850,1968,70566.0
120,4477,1958,69096.0
121,1945,1962,71434.0
122,7685,1978,33039.0
123,6310,1978,33039.0
124,10832,1958,46610.0
125,3025,1958,49967.0
126,2404,1976,53359.0
127,8581,1971,49505.0
128,8755,1946,68657.0
129,10177,1954,72071.0
130,2429,1954,72071.0
131,8920,1967,59235.0
132,8430,1957,21994.0
133,8619,1957,21994.0
134,8996,1957,
135,7233,1972,69209.0
136,6678,1989,31928.0
137,830,1987,74004.0
138,6365,1987,30390.0
139,6770,1985,21355.0
140,2261,1969,26304.0
141,1031,1989,85710.0
142,10089,1974,102692.0
143,9256,1971,58350.0
144,10641,1978,7500.0
145,624,1984,18890.0
146,4211,1986,20425.0
147,1407,1986,20425.0
148,10356,1957,41437.0
149,9323,1949,49912.0
150,1146,1949,49912.0
151,6343,1959,79823.0
152,8545,1954,85683.0
153,8275,1965,47025.0
154,10673,1976,68397.0
155,8799,1984,38175.0
156,67,1972,46423.0
157,9923,1972,46423.0
158,2814,1976,30560.0
159,2711,1976,30560.0
160,4320,1979,60152.0
161,10451,1965,29672.0
162,4198,1965,29672.0
163,10814,1947,70321.0
164,944,1962,56181.0
165,8151,1990,24279.0
166,6184,1969,68462.0
167,3498,1976,55424.0
168,2870,1973,49094.0
169,7342,1961,59184.0
170,1911,1987,67430.0
171,10862,1960,30522.0
172,2546,1977,31878.0
173,3005,1992,83528.0
174,8318,1979,90300.0
175,2930,1978,68092.0
176,8216,1972,53761.0
177,1212,1973,52845.0
178,2541,1976,24027.0
179,10659,1979,7500.0
180,10905,1955,42586.0
181,8910,1955,42586.0
182,7349,1973,9722.0
183,7872,1975,86836.0
184,4290,1972,30467.0
185,7408,1952,54549.0
186,9986,1982,19444.0
187,8235,1956,69245.0
188,10949,1963,72968.0
189,7284,1953,48686.0
190,9529,1990,73687.0
191,9930,1944,82716.0
192,10270,1981,35523.0
193,760,1975,60554.0
194,5519,1956,64090.0
195,232,1965,61559.0
196,3009,1962,71670.0
197,6518,1951,67680.0
198,10669,1981,54386.0
199,5682,1953,64108.0
200,1570,1951,69702.0
201,1497,1952,47958.0
202,9723,1960,67716.0
203,7261,1971,34600.0
204,2452,1971,34600.0
205,5621,1969,48752.0
206,10995,1988,15716.0
207,7373,1952,46610.0
208,5331,1977,74985.0
209,263,1945,45576.0
210,4619,1945,113734.0
211,940,1987,57100.0
212,10084,1972,24434.0
213,6019,1971,37126.0
214,1463,1958,45160.0
215,6424,1977,33178.0
216,8233,1950,64866.0
217,1515,1975,34176.0
218,10855,1968,50014.0
219,10909,1948,92344.0
220,3376,1970,55282.0
221,10232,1963,48799.0
222,5547,1982,84169.0
223,8362,1982,84169.0
224,3524,1971,39763.0
225,10095,1975,74165.0
226,8897,1965,42720.0
227,466,1944,65275.0
228,11025,1961,36443.0
229,2387,1952,43776.0
230,1618,1965,56046.0
231,25,1958,65148.0
232,3277,1955,49431.0
233,8566,1961,32583.0
234,2634,1979,16653.0
235,8036,1971,26850.0
236,8159,1968,51287.0
237,7628,1973,43050.0
238,9597,1969,73448.0
239,1384,1992,17256.0
240,10150,1961,86429.0
241,3885,1983,33569.0
242,11003,1980,25130.0
243,8026,1952,62998.0
244,577,1976,26907.0
245,8702,1976,26907.0
246,5429,1948,45579.0
247,977,1957,47320.0
248,2793,1976,70179.0
249,1071,1976,70179.0
250,5074,1986,28072.0
251,2632,1954,50501.0
252,6404,1969,58917.0
253,10240,1949,69372.0
254,2521,1971,35178.0
255,4301,1971,35178.0
256,7381,1968,75693.0
257,2407,1982,69109.0
258,9064,1982,69109.0
259,5067,1994,80134.0
260,10281,1970,64713.0
261,11191,1986,41411.0
262,1994,1983,
263,2552,1955,55521.0
264,6720,1968,43795.0
265,4557,1970,22070.0
266,1183,1949,36408.0
267,4186,1950,34026.0
268,1419,1950,34026.0
269,967,1976,46049.0
270,1048,1972,35641.0
271,9262,1984,32414.0
272,3427,1955,59821.0
273,5892,1980,34968.0
274,8911,1967,56320.0
275,6606,1969,70091.0
276,2677,1956,46097.0
277,252,1963,41003.0
278,9860,1959,44911.0
279,1388,1975,33249.0
280,979,1975,33249.0
281,7494,1950,42873.0
282,10490,1969,51039.0
283,3403,1958,78952.0
284,2715,1966,29435.0
285,4828,1954,79865.0
286,92,1988,34176.0
287,3312,1988,34176.0
288,11176,1970,65968.0
289,1446,1956,86424.0
290,9699,1966,67272.0
291,9790,1957,78499.0
292,2324,1972,77044.0
293,5080,1993,70515.0
294,4992,1975,17459.0
295,7849,1970,80336.0
296,4808,1956,15759.0
297,10401,1976,26326.0
298,7793,1976,62061.0
299,9303,1976,5305.0
300,6853,1982,75777.0
301,7366,1982,75777.0
302,9780,1971,71499.0
303,7573,1978,31626.0
304,1379,1992,42670.0
305,8923,1973,83917.0
306,3547,1969,41021.0
307,8707,1956,79456.0
308,1891,1980,78789.0
309,6271,1952,50870.0
310,9635,1983,35876.0
311,9727,1957,23539.0
312,6205,1967,32557.0
313,10681,1970,62466.0
314,5156,1970,62466.0
315,3050,1966,54198.0
316,8164,1978,82170.0
317,5626,1964,61798.0
318,7600,1992,15253.0
319,6406,1988,78285.0
320,7002,1955,62535.0
321,8234,1973,27190.0
322,6116,1968,48985.0
323,291,1970,72940.0
324,8779,1985,36145.0
325,4931,1977,157146.0
326,1650,1960,81843.0
327,9701,1988,41883.0
328,6431,1964,45759.0
329,10789,1964,45759.0
330,5302,1986,78394.0
331,4459,1989,30279.0
332,10642,1989,30279.0
333,9213,1970,31880.0
334,3678,1973,60208.0
335,3698,1983,78687.0
336,5929,1973,37401.0
337,10795,1973,37401.0
338,4390,1954,75315.0
339,9362,1965,69263.0
340,1577,1946,78569.0
341,4609,1966,57705.0
342,7143,1955,74805.0
343,1729,1961,66426.0
344,10664,1949,51529.0
345,5029,1946,18100.0
346,10507,1977,59601.0
347,3865,1977,20981.0
348,6982,1976,74068.0
349,7042,1983,36790.0
350,9668,1971,18793.0
351,6878,1954,27421.0
352,4099,1972,30675.0
353,5031,1974,83145.0
354,1970,1968,34053.0
355,5726,1983,31788.0
356,5231,1974,45894.0
357,1307,1978,41986.0
358,10609,1962,42769.0
359,5782,1982,58582.0
360,7533,1964,49096.0
361,9493,1980,76412.0
362,2253,1990,18929.0
363,2326,1990,18929.0
364,1876,1990,18929.0
365,7141,1986,21888.0
366,7393,1978,41580.0
367,4713,1979,31605.0
368,5093,1974,25509.0
369,8524,1974,25509.0
370,3766,1959,33051.0
371,9725,1966,28764.0
372,8933,1983,32146.0
373,10779,1983,22148.0
374,9289,1979,36781.0
375,2613,1960,54197.0
376,10133,1970,93790.0
377,8443,1972,24762.0
378,10796,1984,30477.0
379,10241,1975,11448.0
380,3388,1967,70844.0
381,6507,1980,30828.0
382,7446,1967,62513.0
383,87,1981,27733.0
384,10477,1973,39435.0
385,6072,1970,75345.0
386,2518,1986,20491.0
387,247,1971,36715.0
388,9463,1959,71706.0
389,1459,1966,69063.0
390,9530,1988,24645.0
391,9653,1975,35797.0
392,10785,1969,44078.0
393,9392,1971,26954.0
394,3769,1972,
395,10146,1972,38887.0
396,4741,1974,65463.0
397,1880,1959,53537.0
398,6471,1971,36230.0
399,5718,1950,80763.0
400,3478,1971,60585.0
401,7848,1974,49166.0
402,7999,1955,75261.0
403,11101,1991,89891.0
404,9212,1962,72828.0
405,10983,1952,75278.0
406,3629,1978,38557.0
407,4673,1963,81300.0
408,796,1965,60161.0
409,618,1977,69389.0
410,380,1954,64497.0
411,1092,1980,61014.0
412,8962,1975,44319.0
413,8207,1957,53233.0
414,6521,1954,77972.0
415,535,1987,81361.0
416,4608,1987,81361.0
417,11086,1984,25707.0
418,1064,1971,42403.0
419,7000,1972,65704.0
420,1581,1980,37406.0
421,7384,1951,39767.0
422,10552,1979,54210.0
423,6409,1967,57136.0
424,9507,1975,40794.0
425,9560,1965,83003.0
426,10991,1960,89058.0
427,4712,1991,20193.0
428,11056,1974,72099.0
429,7414,1971,43824.0
430,3076,1975,66653.0
431,6355,1978,44359.0
432,7959,1961,79410.0
433,5512,1977,55842.0
434,10102,1966,79946.0
435,9369,1979,88194.0
436,3711,1944,80184.0
437,6931,1967,76982.0
438,9596,1980,65295.0
439,2727,1973,57100.0
440,8416,1981,29009.0
441,3967,1971,78931.0
442,2139,1975,7500.0
443,2162,1976,56939.0
444,9242,1990,64509.0
445,10595,1990,30093.0
446,4855,1974,30351.0
447,5049,1974,30351.0
448,4967,1960,38201.0
449,5255,1986,
450,9215,1980,43974.0
451,3525,1970,38200.0
452,3619,1960,87305.0
453,4415,1961,16860.0
454,3645,1972,27213.0
455,4692,1976,7500.0
456,3955,1965,4861.0
457,5313,1971,38196.0
458,7196,1950,41145.0
459,1381,1982,38513.0
460,10951,1968,45688.0
461,4322,1958,77863.0
462,7444,1969,42169.0
463,2942,1964,45906.0
464,2874,1988,35388.0
465,3667,1969,80952.0
466,3697,1954,39898.0
467,9955,1954,39898.0
468,5320,1973,44051.0
469,6422,1954,86718.0
470,3690,1986,80141.0
471,2408,1976,58597.0
472,9260,1945,70356.0
473,9648,1967,46904.0
474,4939,1946,37760.0
475,8652,1946,37760.0
476,4702,1964,61839.0
477,2587,1972,29791.0
478,2811,1963,48918.0
479,9150,1963,48918.0
480,10127,1965,58692.0
481,5493,1976,39356.0
482,2666,1972,76234.0
483,10099,1984,55434.0
484,10562,1946,66835.0
485,7881,1946,66835.0
486,6721,1951,71965.0
487,5204,1971,74538.0
488,5209,1954,50002.0
489,10128,1958,53977.0
490,9284,1958,53977.0
491,8643,1971,69930.0
492,1685,1967,62981.0
493,2877,1974,46014.0
494,8369,1987,18227.0
495,6233,1976,65991.0
496,195,1972,38808.0
497,1501,1982,160803.0
498,10846,1978,43783.0
499,8341,1969,30396.0
500,10766,1964,65526.0
501,9971,1964,65526.0
502,1740,1944,55956.0
503,8737,1978,55563.0
504,6466,1965,57236.0
505,10430,1973,89694.0
506,8773,1971,57420.0
507,2371,1972,33622.0
508,7786,1986,29999.0
509,4088,1962,31497.0
510,4971,1962,31497.0
511,10560,1980,36802.0
512,6892,1968,61671.0
513,11004,1893,60182.0
514,1818,1971,29732.0
515,9485,1986,45921.0
516,6646,1984,16529.0
517,4248,1960,98777.0
518,7451,1960,98777.0
519,7861,1952,77027.0
520,5232,1965,69139.0
521,3011,1965,69139.0
522,5758,1982,65169.0
523,2173,1952,40049.0
524,10711,1945,69755.0
525,8268,1961,
526,2782,1961,54456.0
527,9432,1977,666666.0
528,5872,1951,60689.0
529,11187,1978,26487.0
530,2428,1970,28164.0
531,1726,1970,22585.0
532,1802,1971,64795.0
533,1162,1987,42000.0
534,10643,1987,42000.0
535,11112,1966,70713.0
536,2114,1946,82800.0
537,4261,1946,82800.0
538,2457,1975,30801.0
539,2495,1974,83891.0
540,6983,1950,38054.0
541,3436,1969,14045.0
542,7505,1957,44155.0
543,4286,1970,57642.0
544,7224,1977,31353.0
545,6215,1977,31353.0
546,968,1968,41335.0
547,4096,1968,41335.0
548,3153,1957,40737.0
549,6504,1975,19789.0
550,5329,1949,35946.0
551,1175,1983,36262.0
552,1377,1954,44551.0
553,4607,1959,71367.0
554,4944,1959,71367.0
555,9483,1959,57957.0
556,1378,1972,50334.0
557,5991,1949,48150.0
558,2807,1969,56796.0
559,1052,1969,56796.0
560,9760,1963,52278.0
561,7101,1963,52278.0
562,9909,1996,7500.0
563,5907,1952,33444.0
564,793,1973,20895.0
565,8832,1976,37509.0
566,2535,1978,88097.0
567,1523,1973,59041.0
568,1839,1974,43322.0
569,9972,1955,46015.0
570,2945,1955,46015.0
571,9291,1959,34242.0
572,2829,1955,65210.0
573,8594,1958,50520.0
574,1592,1970,90765.0
575,4310,1944,80589.0
576,6950,1958,49572.0
577,8492,1978,75437.0
578,5684,1971,44635.0
579,5909,1964,58512.0
580,9855,1952,62000.0
581,975,1956,54252.0
582,8754,1974,45068.0
583,1456,1979,60474.0
584,2849,1979,60474.0
585,9984,1981,56337.0
586,5527,1987,22434.0
587,5628,1982,61416.0
588,7627,1975,92163.0
589,1351,1956,58656.0
590,10629,1973,
591,10395,1986,8940.0
592,6961,1974,26751.0
593,10196,1978,71427.0
594,6182,1984,26646.0
595,10432,1974,19346.0
596,1542,1975,56243.0
597,4220,1970,59892.0
598,4141,1965,71613.0
599,1940,1986,25252.0
600,1506,1975,42160.0
601,6347,1979,15862.0
602,1361,1974,82584.0
603,9422,1989,38360.0
604,1081,1957,75283.0
605,7458,1956,34941.0
606,1012,1952,61823.0
607,5453,1956,90226.0
608,6818,1974,44989.0
609,7807,1974,44989.0
610,7532,1980,43586.0
611,8346,1974,32233.0
612,5564,1969,62882.0
613,3267,1963,57288.0
614,3091,1981,75774.0
615,762,1981,75774.0
616,8029,1988,90247.0
617,4376,1960,32218.0
618,10981,1988,84219.0
619,486,1988,84219.0
620,1158,1966,48877.0
621,9119,1950,60905.0
622,6694,1964,75236.0
623,10573,1953,62551.0
624,10140,1983,70123.0
625,2286,1962,50785.0
626,8420,1970,15315.0
627,10065,1970,15315.0
628,1029,1970,64413.0
629,4207,1981,87171.0
630,10277,1961,30081.0
631,4436,1976,20180.0
632,2929,1976,20180.0
633,6281,1966,55686.0
634,10390,1959,26887.0
635,2574,1977,61996.0
636,709,1952,51537.0
637,5955,1962,72025.0
638,8486,1971,30538.0
639,10343,1991,61618.0
640,6652,1965,77343.0
641,8746,1989,75433.0
642,4686,1962,82571.0
643,3551,1954,60033.0
644,4338,1983,39062.0
645,4444,1972,30023.0
646,498,1970,30015.0
647,8230,1980,33228.0
648,2826,1967,22574.0
649,6222,1967,22574.0
650,7352,1957,55267.0
651,10928,1958,66886.0
652,10736,1971,72258.0
653,10163,1984,82733.0
654,6168,1963,45146.0
655,4656,1990,51250.0
656,626,1951,32871.0
657,3870,1978,63855.0
658,6299,1968,42564.0
659,7798,1972,46344.0
660,9973,1963,50437.0
661,4299,1960,70971.0
662,10971,1977,37774.0
663,9931,1963,4023.0
664,6679,1966,33279.0
665,5961,1978,42693.0
666,6255,1952,70545.0
667,8614,1957,65486.0
668,7828,1981,77882.0
669,1277,1960,78468.0
670,3595,1963,77226.0
671,5735,1991,90638.0
672,5350,1991,90638.0
673,4137,1948,70666.0
674,6357,1959,59052.0
675,9316,1952,13084.0
676,3578,1949,49160.0
677,153,1953,23272.0
678,10524,1963,49476.0
679,1518,1965,62694.0
680,2036,1973,57906.0
681,9495,1982,71853.0
682,2631,1982,71853.0
683,6312,1959,65031.0
684,615,1960,30507.0
685,4406,1970,67419.0
686,10061,1950,59462.0
687,10619,1994,95529.0
688,4945,1953,53653.0
689,1777,1980,25965.0
690,4023,1970,22979.0
691,7922,1951,64950.0
692,10699,1985,44322.0
693,7516,1983,30096.0
694,3129,1983,30096.0
695,5121,1977,56628.0
696,2186,1977,82326.0
697,10548,1995,71163.0
698,6384,1978,71022.0
699,2625,1954,42607.0
700,1676,1975,43057.0
701,5534,1975,47808.0
702,6859,1987,29236.0
703,271,1969,40590.0
704,7699,1969,40590.0
705,7832,1959,77520.0
706,938,1981,40211.0
707,7873,1973,63516.0
708,9967,1974,53034.0
709,1087,1975,22669.0
710,8314,1982,79908.0
711,3762,1986,69867.0
712,10383,1966,70287.0
713,6798,1966,37070.0
714,4168,1966,37070.0
715,6690,1966,38179.0
716,10602,1983,39922.0
717,3220,1983,39922.0
718,5424,1983,39922.0
719,7488,1963,64191.0
720,5289,1975,41658.0
721,347,1976,40780.0
722,5236,1979,77568.0
723,9478,1985,66503.0
724,477,1986,83512.0
725,7411,1964,31686.0
726,3107,1976,71322.0
727,7437,1988,27938.0
728,255,1951,22263.0
729,3790,1956,34633.0
730,749,1981,42162.0
731,1503,1976,162397.0
732,8650,1978,54162.0
733,607,1955,41769.0
734,1008,1981,44953.0
735,9396,1978,37717.0
736,933,1978,37717.0
737,5710,1970,40548.0
738,2882,1975,67893.0
739,2379,1953,69267.0
740,5342,1976,9548.0
741,3262,1958,68281.0
742,5832,1960,92556.0
743,5025,1979,48526.0
744,569,1991,90273.0
745,3102,1981,19414.0
746,9449,1958,79761.0
747,8104,1951,53312.0
748,75,1982,41039.0
749,6421,1961,88347.0
750,3037,1983,50150.0
751,4698,1983,50150.0
752,948,1971,10245.0
753,6177,1985,33454.0
754,3517,1952,40887.0
755,3491,1975,55914.0
756,7610,1983,37292.0
757,4377,1971,52914.0
758,9850,1972,24884.0
759,5544,1970,67384.0
760,6497,1960,51651.0
761,4543,1980,82497.0
762,5117,1963,32632.0
763,1448,1963,33562.0
764,6887,1967,79146.0
765,7500,1967,79146.0
